"county","srprec","addist","cddist","sddist","bedist","TOTREG","DEMREG","REPREG","AIPREG","GRNREG","LIBREG","NLPREG","REFREG","DCLREG","MSCREG","TOTVOTE","DEMVOTE","REPVOTE","AIPVOTE","GRNVOTE","LIBVOTE","NLPVOTE","REFVOTE","DCLVOTE","MSCVOTE","PRCVOTE","ABSVOTE","ASSDEM01","ASSDEM02","ASSGRN01","ASSIND01","ASSLIB01","ASSREP01","ASSREP02","CNGDEM01","CNGDEM02","CNGREP01","PRSAIP01","PRSDEM01","PRSGRN01","PRSLIB01","PRSPAF01","PRSREP01","PR_14_N","PR_14_Y","PR_15_N","PR_15_Y","PR_16_N","PR_16_Y","PR_17_N","PR_17_Y","PR_18_N","PR_18_Y","PR_19_N","PR_19_Y","PR_20_N","PR_20_Y","PR_21_N","PR_21_Y","PR_22_N","PR_22_Y","PR_23_N","PR_23_Y","PR_24_N","PR_24_Y","PR_25_N","PR_25_Y","SENAIP01","SENDEM01","SENDEM02","SENLIB01","SENREP01"
"40","401","35","24","17","2","2518","0","0","0","0","0","0","0","0","0","2345","0","0","0","0","0","0","0","0","0","0","0","987","0","0","0","0","1298","0","1198","0","1093","10","1281","10","38","5","959","1324","920","1472","819","1575","679","1215","1057","1551","746","1303","931","1300","925","1643","592","768","1481","1714","528","1233","993","1403","802","0","1147","0","0","1103"
"40","402","35","24","17","2","2608","0","0","0","0","0","0","0","0","0","2399","0","0","0","0","0","0","0","0","0","0","0","987","0","0","0","0","1351","0","1210","0","1149","14","1287","6","41","4","989","1342","921","1509","824","1572","722","1209","1105","1571","765","1357","920","1273","971","1652","612","769","1519","1678","596","1257","998","1398","829","0","1156","0","0","1125"
"40","403","35","24","17","2","2382","0","0","0","0","0","0","0","0","0","2173","0","0","0","0","0","0","0","0","0","0","0","852","0","0","0","0","1251","0","1029","0","1086","5","1075","10","46","2","995","1209","861","1366","751","1439","635","1176","926","1437","684","1177","894","1143","897","1463","597","741","1337","1511","564","1097","952","1323","713","0","983","0","0","1083"
"40","404","35","24","17","2","3151","0","0","0","0","0","0","0","0","0","2730","0","0","0","0","0","0","0","0","0","0","0","1226","0","0","0","0","1408","0","1473","0","1178","7","1502","8","47","2","1116","1398","1166","1572","1060","1696","852","1281","1333","1658","969","1406","1136","1484","1036","1711","845","942","1627","1774","808","1261","1255","1495","1019","0","1378","0","0","1206"
"40","405","35","24","17","2","2597","0","0","0","0","0","0","0","0","0","2283","0","0","0","0","0","0","0","0","0","0","0","924","0","0","0","0","1265","0","1157","0","1053","9","1205","20","29","6","960","1218","928","1373","839","1487","677","1181","1016","1466","753","1216","930","1200","919","1439","703","779","1389","1524","641","1083","1023","1324","776","0","1116","0","0","1027"
"40","406","35","24","17","2","2864","0","0","0","0","0","0","0","0","0","2579","0","0","0","0","0","0","0","0","0","0","0","890","0","0","0","0","1600","0","1102","0","1415","7","1194","9","37","4","1285","1560","872","1798","704","1840","603","1440","1038","1784","707","1560","861","1266","1126","1877","565","731","1704","1915","534","1397","1000","1653","734","0","1062","0","0","1395"
"40","407","35","24","17","2","2957","0","0","0","0","0","0","0","0","0","2634","0","0","0","0","0","0","0","0","0","0","0","892","0","0","0","0","1658","0","1068","0","1505","4","1138","8","18","2","1409","1602","911","1861","711","1909","603","1537","1014","1900","672","1590","921","1253","1230","1941","577","732","1789","1967","555","1475","999","1675","792","0","1023","0","0","1483"
"40","408","35","24","17","2","1948","0","0","0","0","0","0","0","0","0","1547","0","0","0","0","0","0","0","0","0","0","0","643","0","0","0","0","831","0","740","0","754","5","789","9","22","9","681","837","613","932","565","992","466","795","691","999","494","812","631","791","637","944","506","547","918","965","496","727","717","915","525","0","739","0","0","706"
"40","409","35","24","17","2","1395","0","0","0","0","0","0","0","0","0","1290","0","0","0","0","0","0","0","0","0","0","0","438","0","0","0","0","819","0","525","0","740","2","557","4","11","2","688","803","440","873","382","912","321","756","500","931","324","733","499","615","604","952","269","389","839","922","321","696","527","820","394","0","515","0","0","709"
"40","410","35","24","17","2","3089","0","0","0","0","0","0","0","0","0","2689","0","0","0","0","0","0","0","0","0","0","0","917","0","0","0","0","1693","0","1106","0","1528","13","1193","7","35","7","1389","1642","931","1826","780","1924","648","1600","1002","1921","695","1536","1025","1345","1196","1949","612","816","1775","1905","653","1444","1096","1757","794","0","1093","0","0","1482"
"40","411","35","24","17","2","2013","0","0","0","0","0","0","0","0","0","1662","0","0","0","0","0","0","0","0","0","0","0","652","0","0","0","0","949","0","780","0","831","2","822","7","24","5","777","940","677","1086","550","1105","505","891","739","1121","510","911","683","816","759","1098","490","537","1061","1094","504","803","770","1034","543","0","747","0","0","818"
"40","412","35","24","17","2","3046","0","0","0","0","0","0","0","0","0","2566","0","0","0","0","0","0","0","0","0","0","0","889","0","0","0","0","1597","0","1046","0","1473","7","1116","5","33","5","1353","1549","895","1733","776","1813","652","1507","985","1863","637","1540","918","1254","1185","1787","656","867","1611","1788","684","1437","983","1707","742","0","1036","0","0","1429"
"40","413","35","24","17","2","2575","0","0","0","0","0","0","0","0","0","2428","0","0","0","0","0","0","0","0","0","0","0","1072","0","0","0","0","1298","0","1214","0","1181","4","1302","3","20","2","1057","1382","951","1536","846","1670","688","1344","1030","1665","731","1353","996","1282","1041","1771","567","808","1536","1813","535","1372","946","1465","842","0","1172","0","0","1182"
"40","414","35","24","17","2","1686","0","0","0","0","0","0","0","0","0","1413","0","0","0","0","0","0","0","0","0","0","0","687","0","0","0","0","675","0","781","0","601","5","802","9","12","2","571","725","624","763","613","869","476","625","746","824","556","660","664","778","555","770","573","536","816","904","437","667","673","796","541","0","762","0","0","589"
"40","415","35","24","17","2","2473","0","0","0","0","0","0","0","0","0","1915","0","0","0","0","0","0","0","0","0","0","0","883","0","0","0","0","934","0","1049","0","807","9","1092","11","22","8","739","960","855","1053","790","1221","579","857","973","1115","727","950","829","1071","714","1051","753","729","1089","1160","641","784","1003","1044","744","0","1019","0","0","799"
"40","501","35","24","17","2","2292","0","0","0","0","0","0","0","0","0","2108","0","0","0","0","0","0","0","0","0","0","0","736","0","0","0","0","1313","0","906","0","1144","7","938","10","43","5","1055","1322","687","1458","585","1502","498","1195","838","1476","563","1253","744","1003","981","1506","494","681","1301","1548","438","1157","827","1351","625","0","846","0","0","1157"
"40","502","35","24","17","2","2418","0","0","0","0","0","0","0","0","0","2211","0","0","0","0","0","0","0","0","0","0","0","808","0","0","0","0","1337","0","996","0","1160","2","1052","8","23","1","1084","1298","814","1476","660","1560","555","1189","948","1488","645","1265","829","1126","947","1600","492","715","1382","1565","523","1184","883","1324","744","0","947","0","0","1165"
"40","503","35","24","17","2","2459","0","0","0","0","0","0","0","0","0","2230","0","0","0","0","0","0","0","0","0","0","0","828","0","0","0","0","1330","0","1018","0","1149","2","1052","10","33","2","1083","1314","777","1433","717","1551","575","1204","952","1484","678","1292","800","1161","921","1522","578","701","1412","1561","527","1173","896","1341","725","0","980","0","0","1143"
"40","504","35","24","17","2","1941","0","0","0","0","0","0","0","0","0","1687","0","0","0","0","0","0","0","0","0","0","0","673","0","0","0","0","956","0","801","0","834","7","829","6","50","6","757","937","650","1020","605","1113","475","857","754","1093","535","895","670","916","660","1045","543","583","998","1090","491","829","728","991","567","0","752","0","0","848"
"40","505","35","24","17","2","100","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","53","0","39","0","47","1","45","0","0","0","40","58","24","61","24","66","15","52","31","63","21","52","31","43","39","57","27","29","54","64","20","47","36","61","22","0","34","0","0","50"
"40","506","35","24","17","2","2210","0","0","0","0","0","0","0","0","0","1995","0","0","0","0","0","0","0","0","0","0","0","655","0","0","0","0","1274","0","810","0","1115","3","864","9","25","3","1051","1207","692","1314","618","1440","457","1160","762","1424","513","1169","716","969","903","1407","478","582","1306","1418","471","1098","766","1284","588","0","788","0","0","1103"
"40","507","35","24","17","2","2253","0","0","0","0","0","0","0","0","0","1933","0","0","0","0","0","0","0","0","0","0","0","851","0","0","0","0","1011","0","965","0","904","5","997","11","39","6","843","1049","764","1095","757","1258","569","935","918","1216","653","959","819","1040","766","1132","675","684","1138","1205","596","934","838","1095","690","0","912","0","0","910"
"40","508","35","24","17","2","2148","0","0","0","0","0","0","0","0","0","1876","0","0","0","0","0","0","0","0","0","0","0","733","0","0","0","0","1083","0","900","0","915","3","932","6","37","4","863","1053","698","1162","639","1252","513","945","855","1205","603","989","745","1014","726","1195","552","665","1110","1237","504","913","828","1109","619","0","833","0","0","948"
"40","509","35","24","17","2","2484","0","0","0","0","0","0","0","0","0","2126","0","0","0","0","0","0","0","0","0","0","0","817","0","0","0","0","1237","0","1007","0","1038","7","1029","13","31","3","1007","1160","855","1295","751","1432","592","1115","931","1361","690","1113","876","1084","904","1304","716","735","1269","1341","646","999","979","1242","729","0","946","0","0","1044"
"40","510","35","24","17","2","1901","0","0","0","0","0","0","0","0","0","1627","0","0","0","0","0","0","0","0","0","0","0","752","0","0","0","0","813","0","914","0","655","2","927","14","42","3","619","798","745","823","744","1011","526","722","842","974","597","770","754","890","631","870","656","645","905","950","563","658","851","869","642","0","850","0","0","686"
"40","511","35","24","17","2","1640","0","0","0","0","0","0","0","0","0","1449","0","0","0","0","0","0","0","0","0","0","0","341","0","0","0","0","1078","0","439","0","975","1","451","9","21","0","954","1026","360","1148","271","1183","221","1001","416","1153","271","1038","361","645","743","1152","240","331","1066","1098","297","957","418","1060","318","0","423","0","0","962"
"40","512","35","24","17","2","1109","0","0","0","0","0","0","0","0","0","987","0","0","0","0","0","0","0","0","0","0","0","256","0","0","0","0","707","0","332","0","631","8","355","5","13","2","579","683","267","775","190","772","178","643","319","759","210","654","285","460","469","772","167","258","685","759","172","594","328","691","231","0","293","0","0","641"
"40","513A","35","24","17","2","766","0","0","0","0","0","0","0","0","0","688","0","0","0","0","0","0","0","0","0","0","0","154","0","0","0","0","515","0","183","0","495","3","193","2","12","1","472","504","160","556","120","538","128","470","199","564","109","478","173","302","358","561","102","178","486","538","124","426","233","507","149","0","180","0","0","490"
"40","513B","35","24","17","2","1154","0","0","0","0","0","0","0","0","0","1027","0","0","0","0","0","0","0","0","0","0","0","233","0","0","0","0","745","0","308","0","705","3","319","4","8","2","676","690","267","811","194","808","181","693","310","799","203","684","298","404","573","819","166","250","744","799","185","662","319","734","224","0","298","0","0","692"
"40","514","35","24","17","2","202","0","0","0","0","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","136","0","64","0","126","0","65","1","4","1","118","123","56","148","39","141","43","130","57","151","36","122","61","81","99","152","31","42","133","141","38","117","65","133","43","0","62","0","0","125"
"40","515","35","24","17","2","2052","0","0","0","0","0","0","0","0","0","1848","0","0","0","0","0","0","0","0","0","0","0","522","0","0","0","0","1278","0","682","0","1118","7","699","5","30","2","1070","1219","534","1348","465","1380","382","1170","630","1371","438","1196","556","874","866","1376","365","535","1227","1409","338","1137","606","1233","497","0","640","0","0","1132"
"40","516B","35","24","17","2","210","0","0","0","0","0","0","0","0","0","183","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","95","0","102","0","77","0","102","1","3","1","74","93","75","113","67","123","52","84","94","118","63","106","70","112","62","120","53","68","109","115","58","92","79","106","68","0","93","0","0","79"
"40","517","35","24","17","2","898","0","0","0","0","0","0","0","0","0","790","0","0","0","0","0","0","0","0","0","0","0","357","0","0","0","0","411","0","434","0","335","2","449","5","22","1","296","394","352","475","293","493","253","357","409","487","284","433","310","439","301","486","254","299","435","507","223","406","336","415","303","0","413","0","0","331"
"40","518","35","24","17","2","2644","0","0","0","0","0","0","0","0","0","2320","0","0","0","0","0","0","0","0","0","0","0","1466","0","0","0","0","718","0","1675","0","540","11","1750","24","29","6","461","845","1303","885","1328","1075","1081","611","1602","941","1292","926","1175","1538","566","996","1131","1121","1052","1167","940","888","1213","905","1173","0","1618","0","0","557"
"40","519","35","24","17","2","2812","0","0","0","0","0","0","0","0","0","2434","0","0","0","0","0","0","0","0","0","0","0","1554","0","0","0","0","698","0","1767","0","542","8","1856","17","38","5","464","765","1496","836","1474","1096","1156","595","1723","946","1382","888","1283","1656","535","1080","1109","1211","1059","1156","1048","905","1308","937","1255","0","1718","0","0","544"
"40","520","35","24","17","2","1913","0","0","0","0","0","0","0","0","0","1611","0","0","0","0","0","0","0","0","0","0","0","1086","0","0","0","0","391","0","1198","0","315","6","1273","10","31","2","266","426","1066","518","999","676","819","313","1217","552","972","547","890","1129","314","618","812","823","682","743","698","538","920","578","855","0","1158","0","0","326"
"40","521","35","24","17","2","117","0","0","0","0","0","0","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","19","0","37","0","16","1","45","0","1","0","18","15","39","15","39","22","32","16","43","18","38","18","28","43","7","15","37","29","25","23","28","21","30","25","25","0","38","0","0","16"
"40","MB01A","35","24","17","2","275","0","0","0","0","0","0","0","0","0","258","0","0","0","0","0","0","0","0","0","0","0","83","0","0","0","0","168","0","110","0","145","0","118","0","3","0","130","144","100","192","56","195","57","137","112","184","68","165","80","117","127","196","50","56","186","202","43","149","95","168","69","0","109","0","0","145"
"40","MB01B","35","24","17","2","1640","0","0","0","0","0","0","0","0","0","1405","0","0","0","0","0","0","0","0","0","0","0","387","0","0","0","0","979","0","465","0","915","3","485","9","25","2","857","927","411","1073","311","1111","243","915","465","1079","310","938","415","639","696","1114","234","335","1014","1072","284","833","506","1002","340","0","429","0","0","911"
"40","MB02","35","24","17","2","416","0","0","0","0","0","0","0","0","0","369","0","0","0","0","0","0","0","0","0","0","0","111","0","0","0","0","243","0","137","0","224","0","138","4","6","0","214","253","106","277","84","286","71","231","132","272","89","240","113","177","174","283","68","83","267","282","72","217","137","260","84","0","130","0","0","216"
"40","MB03","35","24","17","2","580","0","0","0","0","0","0","0","0","0","507","0","0","0","0","0","0","0","0","0","0","0","147","0","0","0","0","349","0","171","0","322","1","179","1","10","0","305","337","144","379","108","388","96","311","180","391","103","314","165","210","270","388","86","165","314","348","133","308","167","354","125","0","173","0","0","312"
"40","MB06A","35","24","17","2","924","0","0","0","0","0","0","0","0","0","839","0","0","0","0","0","0","0","0","0","0","0","321","0","0","0","0","496","0","383","0","437","4","422","7","12","0","374","480","320","554","264","563","237","428","386","538","275","482","314","448","330","587","205","251","539","592","205","452","335","493","287","0","382","0","0","416"
"40","MB06B","35","24","17","2","219","0","0","0","0","0","0","0","0","0","202","0","0","0","0","0","0","0","0","0","0","0","79","0","0","0","0","120","0","97","0","104","1","101","3","5","1","84","120","75","129","70","142","55","96","104","141","57","130","64","121","66","152","40","80","115","145","45","104","84","119","71","0","95","0","0","103"
"40","MB07A","35","24","17","2","1492","0","0","0","0","0","0","0","0","0","1304","0","0","0","0","0","0","0","0","0","0","0","507","0","0","0","0","758","0","602","0","666","7","625","6","24","1","613","722","515","877","392","886","351","657","599","854","405","733","493","644","564","901","328","391","846","899","332","667","563","750","434","0","566","0","0","677"
"40","MB07B","35","24","17","2","33","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","20","0","13","0","17","0","14","0","0","1","16","20","10","18","11","21","8","17","14","19","9","20","9","17","13","19","12","10","19","22","7","18","11","14","10","0","11","0","0","17"
"40","MB08","35","24","17","2","55","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","44","0","9","0","42","0","11","0","0","0","41","41","9","40","10","45","5","44","6","46","4","40","10","16","34","48","2","7","44","45","4","42","8","46","4","0","8","0","0","42"
"40","MB13A","35","24","17","2","920","0","0","0","0","0","0","0","0","0","803","0","0","0","0","0","0","0","0","0","0","0","281","0","0","0","0","499","0","360","0","428","3","363","5","7","2","410","496","266","546","234","565","202","455","330","563","220","457","304","411","350","557","207","248","518","569","196","430","333","498","258","0","338","0","0","434"
"40","MB13B","35","24","17","2","29","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","16","0","13","0","14","0","10","2","0","0","15","18","6","18","6","19","4","15","9","20","4","13","8","13","11","21","3","10","14","18","6","13","11","19","5","0","13","0","0","14"
"40","MB15","35","24","17","2","48","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","29","0","14","0","26","1","14","0","1","0","27","27","15","32","10","32","10","24","17","31","11","24","16","26","15","27","15","10","31","30","10","20","20","35","7","0","13","0","0","27"
"40","MB16A","35","24","17","2","153","0","0","0","0","0","0","0","0","0","129","0","0","0","0","0","0","0","0","0","0","0","58","0","0","0","0","60","0","66","0","53","0","68","0","5","0","54","70","52","78","46","78","44","60","62","81","42","76","43","67","51","81","40","48","72","78","45","59","59","70","47","0","65","0","0","52"
"40","MB16B","35","24","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","MB17","35","24","17","2","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","3","3","0","3","0","3","0","3","0","3","0","3","0","0","3","3","0","0","2","3","0","3","0","3","0","0","0","0","0","3"
"40","MB18","37","24","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","MB27","35","24","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","MB35","35","24","17","2","61","0","0","0","0","0","0","0","0","0","61","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","46","0","20","0","41","0","25","0","0","0","36","42","18","49","12","51","10","41","20","47","14","46","15","33","28","49","9","23","38","48","12","43","16","44","16","0","22","0","0","38"
"40","CNTYTOT","3712","2544","1802","212","184050","0","0","0","0","0","0","0","0","0","162615","0","0","0","0","0","0","0","0","0","0","0","70830","0","0","0","0","85530","0","84608","0","73172","455","88310","794","2408","278","67436","86448","67442","96544","60557","103817","50474","78176","78559","100756","56690","85857","66770","88622","62945","103347","49683","57417","96697","107798","45240","80330","71557","92122","58785","0","81001","0","0","73327"
